parameters, N, margin, status, nrounds, samplesUsed, notUsed, nmvrs, failPct, usedStddev, mvrMargin, extra/nrounds
"nruns=1000.0 fuzzMvrs=0.005 ", 50000, 0.050000000000000044, StatRejectNull, 1.314, 148.47000000000008, 0.0, 153.178, 0.0, 69.91140894017222, 0.0, 4.259833333333333
"nruns=1000.0 fuzzMvrs=0.004 ", 50000, 0.010000000000000009, StatRejectNull, 2.141, 1292.92, 0.0, 1376.446, 0.0, 1015.7320304095956, 0.0, 59.017104761904754
"nruns=1000.0 fuzzMvrs=0.004 ", 50000, 0.10000000000000009, StatRejectNull, 1.131, 65.52099999999992, 0.0, 66.501, 0.0, 19.692880921795055, 0.0, 0.9371666666666667
"nruns=1000.0 fuzzMvrs=0.005 ", 50000, 0.040000000000000036, StatRejectNull, 1.417, 201.60899999999998, 0.0, 208.925, 0.0, 114.57109635069395, 0.0, 6.287583333333334
"nruns=1000.0 fuzzMvrs=0.004 ", 50000, 0.020000000000000018, StatRejectNull, 1.589, 450.8910000000002, 0.0, 475.291, 0.0, 302.50239522853354, 0.0, 19.989833333333337
"nruns=1000.0 fuzzMvrs=0.005 ", 50000, 0.030000000000000027, StatRejectNull, 1.511, 286.2909999999997, 0.0, 299.947, 0.0, 178.80086218751856, 0.0, 11.807566666666668
"nruns=1000.0 fuzzMvrs=0.005 ", 50000, 0.020000000000000018, StatRejectNull, 1.734, 506.569, 0.0, 535.38, 0.0, 350.87259402666365, 0.0, 22.24668333333333
"nruns=1000.0 fuzzMvrs=0.005 ", 50000, 0.08000000000000007, StatRejectNull, 1.189, 86.47400000000002, 0.0, 88.228, 0.0, 33.77610581461396, 0.0, 1.596
"nruns=1000.0 fuzzMvrs=0.005 ", 50000, 0.09000000000000008, StatRejectNull, 1.172, 75.22199999999995, 0.0, 76.855, 0.0, 27.077088395911392, 0.0, 1.5125833333333332
"nruns=1000.0 fuzzMvrs=0.005 ", 50000, 0.010000000000000009, StatRejectNull, 2.31, 1446.6730000000002, 0.0, 1552.9, 0.0, 1119.8480540104533, 0.0, 71.9498976190476
